2,25.67,2.21,3,3,1,8,4.0,1,0,0,0,0,00188,0,1
2,34.00,4.5,2,1,1,8,1.0,1,0,0,1,0,00240,0,1
1,49.00,1.5,2,1,8,5,0.0,1,0,0,1,0,00100,27,1
2,62.50,12.75,3,3,2,4,5.0,1,0,0,0,0,00112,0,1
2,31.42,15.5,2,1,2,8,0.5,1,0,0,0,0,00120,0,1
2,-1,5.0,3,3,1,8,8.5,1,0,0,0,0,00000,0,1
2,52.33,1.375,3,3,2,4,9.46,1,0,0,1,0,00200,100,1
2,28.75,1.5,3,3,2,8,1.5,1,0,0,1,0,00000,225,1
1,28.58,3.54,2,1,7,1,0.5,1,0,0,1,0,00171,0,1
2,23.00,0.625,3,3,1,8,0.125,1,0,0,0,0,00180,1,1
2,-1,0.5,2,1,2,1,0.835,1,0,0,1,2,00320,0,1
1,22.50,11.0,3,3,11,8,3.0,1,0,0,1,0,00268,0,1
1,28.50,1.0,2,1,11,8,1.0,1,1,2,1,0,00167,500,1
2,37.50,1.75,3,3,2,1,0.25,1,0,0,1,0,00164,400,1
2,35.25,16.5,3,3,2,8,4.0,1,0,0,0,0,00080,0,1
2,18.67,5.0,2,1,11,8,0.375,1,1,2,0,0,00000,38,1
2,25.00,12.0,2,1,9,8,2.25,1,1,2,1,0,00120,5,1
2,27.83,4.0,3,3,7,4,5.75,1,1,2,1,0,00075,0,1
2,54.83,15.5,2,1,5,9,0.0,1,1,20,0,0,00152,130,1
2,28.75,1.165,2,1,9,8,0.5,1,0,0,0,2,00280,0,1
1,25.00,11.0,3,3,1,8,4.5,1,0,0,0,0,00120,0,1
2,40.92,2.25,3,3,14,4,10.0,1,0,0,1,0,00176,0,1
1,19.75,0.75,2,1,2,8,0.795,1,1,5,1,0,00140,5,1
2,29.17,3.5,2,1,13,8,3.5,1,1,3,1,0,00329,0,1
1,24.50,1.04,3,3,6,3,0.5,1,1,3,0,0,00180,147,1
2,24.58,12.5,2,1,13,8,0.875,1,0,0,1,0,00260,0,1
1,33.75,0.75,2,1,9,1,1.0,1,1,3,1,0,00212,0,1
2,20.67,1.25,3,3,2,4,1.375,1,1,3,1,0,00140,210,1
1,25.42,1.125,2,1,11,8,1.29,1,1,2,0,0,00200,0,1
2,37.75,7.0,2,1,11,4,11.5,1,1,7,1,0,00300,5,1
2,52.50,6.5,2,1,9,8,6.29,1,1,15,0,0,00000,11202,0
2,57.83,7.04,2,1,10,8,14.0,1,1,6,1,0,00360,1332,0
1,20.75,10.335,2,1,3,4,0.335,1,1,1,1,0,00080,50,0
2,39.92,6.21,2,1,11,8,0.04,1,1,1,0,0,00200,300,0
2,25.67,12.5,2,1,3,8,1.21,1,1,67,1,0,00140,258,0
1,24.75,12.5,2,1,1,8,1.5,1,1,12,1,0,00120,567,0
1,44.17,6.665,2,1,11,8,7.375,1,1,3,1,0,00000,0,0
1,23.50,9.0,2,1,11,8,8.5,1,1,5,1,0,00120,0,0
2,34.92,5.0,2,1,14,4,7.5,1,1,6,1,0,00000,1000,0
2,47.67,2.5,2,1,10,1,2.5,1,1,12,1,0,00410,2510,0
2,22.75,11.0,2,1,11,8,2.5,1,1,7,1,0,00100,809,0
2,34.42,4.25,2,1,7,1,3.25,1,1,2,0,0,00274,610,0
1,28.42,3.5,2,1,13,8,0.835,1,0,0,0,2,00280,0,0
2,67.75,5.5,2,1,5,9,13.0,1,1,1,1,0,00000,0,0
2,20.42,1.835,2,1,2,8,2.25,1,1,1,0,0,00100,150,0
1,47.42,8.0,2,1,5,1,6.5,1,1,6,0,0,00375,51100,0
2,36.25,5.0,2,1,2,1,2.5,1,1,6,0,0,00000,367,0
2,32.67,5.5,2,1,11,4,5.5,1,1,12,1,0,00408,1000,0
2,48.58,6.5,2,1,11,4,6.0,1,0,0,1,0,00350,0,0
2,39.92,0.54,3,3,1,8,0.5,1,1,3,0,0,00200,1000,0
2,33.58,2.75,2,1,10,8,4.25,1,1,6,0,0,00204,0,0
1,18.83,9.5,2,1,13,8,1.625,1,1,6,1,0,00040,600,0
1,26.92,13.5,2,1,11,4,5.0,1,1,2,0,0,00000,5000,0
1,31.25,3.75,2,1,3,4,0.625,1,1,9,1,0,00181,0,0
1,56.50,16.0,2,1,8,3,0.0,1,1,15,0,0,00000,247,0
2,43.00,0.29,3,3,3,4,1.75,1,1,8,0,0,00100,375,0
2,22.33,11.0,2,1,13,8,2.0,1,1,1,0,0,00080,278,0
2,27.25,1.665,2,1,3,4,5.085,1,1,9,0,0,00399,827,0
2,32.83,2.5,2,1,3,4,2.75,1,1,6,0,0,00160,2072,0
2,23.25,1.5,2,1,11,8,2.375,1,1,3,1,0,00000,582,0
1,40.33,7.54,3,3,11,4,8.0,1,1,14,0,0,00000,2300,0
1,30.50,6.5,2,1,2,1,4.0,1,1,7,1,0,00000,3065,0
1,52.83,15.0,2,1,2,8,5.5,1,1,14,0,0,00000,2200,0
1,46.67,0.46,2,1,3,4,0.415,1,1,11,1,0,00440,6,0
1,58.33,10.0,2,1,11,8,4.0,1,1,14,0,0,00000,1602,0
2,37.33,6.5,2,1,10,4,4.25,1,1,12,1,0,00093,0,0
2,23.08,2.5,2,1,2,8,1.085,1,1,11,1,0,00060,2184,0
2,32.75,1.5,2,1,3,4,5.5,1,1,3,1,0,00000,0,0
1,21.67,11.5,3,3,8,5,0.0,1,1,11,1,0,00000,0,0
1,28.50,3.04,3,3,14,4,2.54,1,1,1,0,0,00070,0,0
1,68.67,15.0,2,1,5,9,0.0,1,1,14,0,0,00000,3376,0
2,28.00,2.0,2,1,9,4,4.165,1,1,2,1,0,00181,0,0
2,34.08,0.08,3,3,10,1,0.04,1,1,1,1,0,00280,2000,0
2,27.67,2.0,2,1,14,4,1.0,1,1,4,0,0,00140,7544,0
2,44.00,2.0,2,1,10,8,1.75,1,1,2,1,0,00000,15,0
2,25.08,1.71,2,1,14,8,1.665,1,1,1,1,0,00395,20,0
2,32.00,1.75,3,3,5,4,0.04,1,0,0,1,0,00393,0,0
1,60.58,16.5,2,1,11,8,11.0,1,0,0,1,0,00021,10561,0
1,40.83,10.0,2,1,11,4,1.75,1,0,0,0,0,00029,837,0
2,19.33,9.5,2,1,11,8,1.0,1,0,0,1,0,00060,400,0
1,32.33,0.54,2,1,3,8,0.04,1,0,0,0,0,00440,11177,0
2,36.67,3.25,2,1,11,4,9.0,1,0,0,1,0,00102,639,0
2,37.50,1.125,3,3,4,8,1.5,0,0,0,1,0,00431,0,0
1,25.08,2.54,3,3,1,8,0.25,1,0,0,1,0,00370,0,0
2,41.33,0.0,2,1,2,1,15.0,1,0,0,0,0,00000,0,0
2,56.00,12.5,2,1,9,4,8.0,1,0,0,1,0,00024,2028,0
1,49.83,13.585,2,1,9,4,8.5,1,0,0,1,0,00000,0,0
2,22.67,10.5,2,1,11,4,1.335,1,0,0,0,0,00100,0,0
2,27.00,1.5,3,3,13,8,0.375,1,0,0,1,0,00260,1065,0
2,25.00,12.5,2,1,1,8,3.0,1,0,0,1,2,00020,0,0
1,26.08,8.665,2,1,1,8,1.415,1,0,0,0,0,00160,150,0
1,18.42,9.25,2,1,11,8,1.21,1,1,4,0,0,00060,540,0
2,20.17,8.17,2,1,1,8,1.96,1,1,14,0,0,00060,158,0
2,47.67,0.29,2,1,2,1,15.0,1,1,20,0,0,00000,15000,0
1,21.25,2.335,2,1,7,1,0.5,1,1,4,0,2,00080,0,0
1,20.67,3.0,2,1,11,8,0.165,1,1,3,0,0,00100,6,0
1,57.08,19.5,2,1,2,8,5.5,1,1,7,0,0,00000,3000,0
1,22.42,5.665,2,1,11,8,2.585,1,1,7,0,0,00129,3257,0
2,48.75,8.5,2,1,2,4,12.5,1,1,9,0,0,00181,1655,0
2,40.00,6.5,2,1,1,1,3.5,1,1,1,0,0,00000,500,0
2,40.58,5.0,2,1,2,8,5.0,1,1,7,0,0,00000,3065,0
1,28.67,1.04,2,1,2,8,2.5,1,1,5,1,0,00300,1430,0
1,33.08,4.625,2,1,11,4,1.625,1,1,2,0,0,00000,0,0
2,21.33,10.5,2,1,2,8,3.0,1,0,0,1,0,00000,0,0
2,42.00,0.205,2,1,7,4,5.125,1,0,0,0,0,00400,0,0
2,41.75,0.96,2,1,14,8,2.5,1,0,0,0,0,00510,600,0
2,22.67,1.585,3,3,13,8,3.085,1,1,6,0,0,00080,0,0
2,34.50,4.04,3,3,7,1,8.5,1,1,7,1,0,00195,0,0
2,28.25,5.04,3,3,2,1,1.5,1,1,8,1,0,00144,7,0
2,33.17,3.165,3,3,14,8,3.165,1,1,3,1,0,00380,0,0
2,48.17,7.625,2,1,13,4,15.5,1,1,12,0,0,00000,790,0
2,27.58,2.04,3,3,1,8,2.0,1,1,3,1,0,00370,560,0
2,22.58,10.04,2,1,14,8,0.04,1,1,9,0,0,00060,396,0
1,24.08,0.5,2,1,11,4,1.25,1,1,1,0,0,00000,678,0
1,41.33,1.0,2,1,7,1,2.25,1,0,0,1,0,00000,300,0
2,24.83,2.75,2,1,2,8,2.25,1,1,6,0,0,-1,600,0
1,20.75,10.25,2,1,11,8,0.71,1,1,2,1,0,00049,0,0
2,36.33,2.125,3,3,13,8,0.085,1,1,1,0,0,00050,1187,0
1,35.42,12.0,2,1,11,4,14.0,1,1,8,0,0,00000,6590,0
1,71.58,0.0,0,0,0,0,0.0,0,0,0,0,1,-1,0,0
2,28.67,9.335,2,1,11,4,5.665,1,1,6,0,0,00381,168,0
2,35.17,2.5,2,1,9,8,4.5,1,1,7,0,0,00150,1270,0
2,39.50,4.25,2,1,2,1,6.5,1,1,16,0,0,00117,1210,0
2,39.33,5.875,2,1,3,4,10.0,1,1,14,1,0,00399,0,0
2,24.33,6.625,3,3,4,8,5.5,1,0,0,1,2,00100,0,0
2,60.08,14.5,2,1,6,3,18.0,1,1,15,1,0,00000,1000,0
2,23.08,11.5,2,1,7,8,3.5,1,1,9,0,0,00056,742,0
2,26.67,2.71,3,3,3,8,5.25,1,1,1,0,0,00211,0,0
2,48.17,3.5,2,1,1,8,3.5,1,0,0,0,2,00230,0,0
2,41.17,4.04,2,1,3,4,7.0,1,1,8,0,0,00320,0,0
2,55.92,11.5,2,1,6,3,5.0,1,1,5,0,0,00000,8851,0
2,53.92,9.625,2,1,5,8,8.665,1,1,5,0,0,00000,0,0
1,18.92,9.25,3,3,2,8,1.0,1,1,4,1,0,00080,500,0
1,50.08,12.54,2,1,1,8,2.29,1,1,3,1,0,00156,0,0
2,65.42,11.0,2,1,5,9,20.0,1,1,7,1,0,00022,0,0
1,17.58,9.0,2,1,1,8,1.375,1,0,0,1,0,00000,0,0
1,18.83,9.54,2,1,1,8,0.085,1,0,0,0,0,00100,0,0
1,37.75,5.5,2,1,11,8,0.125,1,0,0,1,0,00228,0,0
2,23.25,4.0,2,1,2,1,0.25,1,0,0,1,0,00160,0,0
2,18.08,5.5,2,1,9,8,0.5,1,0,0,0,0,00080,0,0
1,22.50,8.46,3,3,14,8,2.46,0,0,0,0,0,00164,0,0
2,19.67,0.375,2,1,11,8,2.0,1,1,2,1,0,00080,0,0
2,22.08,11.0,2,1,3,8,0.665,1,0,0,0,0,00100,0,0
2,25.17,3.5,2,1,3,8,0.625,1,1,7,0,0,00000,7059,0
1,47.42,3.0,2,1,14,8,13.875,1,1,2,1,0,00519,1704,0
2,33.50,1.75,2,1,14,4,4.5,1,1,4,1,0,00253,857,0
2,27.67,13.75,2,1,13,8,5.75,1,0,0,1,0,00487,500,0
1,58.42,21.0,2,1,7,1,10.0,1,1,13,0,0,00000,6700,0
1,20.67,1.835,2,1,11,8,2.085,1,1,5,0,0,00220,2503,0
2,26.17,0.25,2,1,7,1,0.0,1,0,0,1,0,00000,0,0
2,21.33,7.5,2,1,1,8,1.415,1,1,1,0,0,00080,9800,0
2,42.83,4.625,2,1,11,8,4.58,1,0,0,0,2,00000,0,0
2,38.17,10.125,2,1,14,8,2.5,1,1,6,0,0,00520,196,0
2,20.50,10.0,3,3,2,8,2.5,1,0,0,0,2,00040,0,0
2,48.25,25.085,2,1,13,8,1.75,1,1,3,0,0,00120,14,0
2,28.33,5.0,2,1,13,8,11.0,1,0,0,1,0,00070,0,0
1,18.75,7.5,2,1,11,8,2.71,1,1,5,0,0,-1,26726,0
2,18.50,2.0,2,1,7,8,1.5,1,1,2,0,0,00120,300,0
2,33.17,3.04,3,3,2,4,2.04,1,1,1,1,0,00180,18027,0
2,45.00,8.5,2,1,3,4,14.0,1,1,1,1,0,00088,2000,0
1,19.67,0.21,2,1,11,4,0.29,1,1,11,0,0,00080,99,0
0,24.50,12.75,2,1,2,1,4.75,1,1,2,0,0,00073,444,0
2,21.83,11.0,2,1,14,8,0.29,1,1,6,0,0,00121,0,0
2,40.25,21.5,2,1,5,9,20.0,1,1,11,0,0,00000,1200,0
2,41.42,5.0,2,1,11,4,5.0,1,1,6,1,0,00470,0,0
1,17.83,11.0,2,1,14,4,1.0,1,1,11,0,0,00000,3000,0
2,23.17,11.125,2,1,14,4,0.46,1,1,1,0,0,00100,0,0
2,-1,0.625,2,1,9,8,0.25,0,0,0,0,0,00380,2010,1
2,18.17,10.25,2,1,2,4,1.085,0,0,0,0,0,00320,13,1
2,20.00,11.045,2,1,2,8,2.0,0,0,0,1,0,00136,0,1
2,20.00,0.0,2,1,4,8,0.5,0,0,0,0,0,00144,0,1
1,20.75,9.54,2,1,7,8,0.04,0,0,0,0,0,00200,1000,1
1,24.50,1.75,3,3,2,8,0.165,0,0,0,0,0,00132,0,1
2,32.75,2.335,2,1,4,4,5.75,0,0,0,1,0,00292,0,1
1,52.17,0.0,3,3,6,3,0.0,0,0,0,0,0,00000,0,1
1,48.17,1.335,2,1,7,7,0.335,0,0,0,0,0,00000,120,1
1,20.42,10.5,3,3,14,4,0.0,0,0,0,1,0,00154,32,1
2,50.75,0.585,2,1,6,3,0.0,0,0,0,0,0,00145,0,1
2,17.08,0.085,3,3,2,8,0.04,0,0,0,0,0,00140,722,1
2,18.33,1.21,3,3,5,2,0.0,0,0,0,0,0,00100,0,1
1,32.00,6.0,2,1,4,8,1.25,0,0,0,0,0,00272,0,1
2,59.67,1.54,2,1,11,8,0.125,1,0,0,1,0,00260,0,0
2,18.00,0.165,2,1,11,6,0.21,0,0,0,0,0,00200,40,0
2,37.58,0.0,0,0,0,0,0.0,0,0,0,0,1,-1,0,0
2,32.33,2.5,2,1,2,8,1.25,0,0,0,1,0,00280,0,1
2,18.08,6.75,3,3,10,8,0.04,0,0,0,0,0,00140,0,1
2,38.25,10.125,3,3,9,8,0.125,0,0,0,0,0,00160,0,1
2,30.67,2.5,2,1,3,4,2.25,0,0,0,1,2,00340,0,1
2,18.58,5.71,2,1,4,8,0.54,0,0,0,0,0,00120,0,1
1,19.17,5.415,2,1,7,4,0.29,0,0,0,0,0,00080,484,1
1,18.17,10.0,3,3,11,4,0.165,0,0,0,0,0,00340,0,1
2,24.58,13.5,3,3,6,3,0.0,0,0,0,0,0,-1,0,1
2,16.25,0.835,2,1,10,8,0.085,1,0,0,0,2,00200,0,1
2,21.17,0.875,3,3,2,4,0.25,0,0,0,0,0,00280,204,1
2,23.92,0.585,3,3,3,4,0.125,0,0,0,0,0,00240,1,1
2,17.67,4.46,2,1,2,8,0.25,0,0,0,0,2,00080,0,1
1,16.50,1.25,2,1,11,8,0.25,0,1,1,0,0,00108,98,1
2,23.25,12.625,2,1,2,8,0.125,0,1,2,0,0,00000,5552,1
2,17.58,10.0,2,1,13,4,0.165,0,1,1,0,0,00120,1,1
1,-1,1.5,2,1,6,3,0.0,0,1,2,1,0,00200,105,1
2,29.50,0.58,2,1,13,8,0.29,0,1,1,0,0,00340,2803,1
2,18.83,0.415,3,3,2,8,0.165,0,1,1,0,0,00200,1,1
1,21.75,1.75,3,3,8,5,0.0,0,0,0,0,0,00160,0,1
2,23.00,0.75,2,1,10,8,0.5,0,0,0,1,2,00320,0,1
1,18.25,10.0,2,1,13,8,1.0,0,1,1,0,0,00120,1,1
2,25.42,0.54,2,1,13,8,0.165,0,1,1,0,0,00272,444,1
2,35.75,2.415,2,1,13,8,0.125,0,1,2,0,0,00220,1,1
1,16.08,0.335,2,1,6,3,0.0,0,1,1,0,0,00160,126,1
1,31.92,3.125,2,1,6,3,3.04,0,1,2,1,0,00200,4,1
2,69.17,9.0,2,1,6,3,4.0,0,1,1,0,0,00070,6,1
2,32.92,2.5,2,1,1,8,1.75,0,1,2,1,0,00720,0,1
2,16.33,2.75,2,1,1,8,0.665,0,1,1,0,0,00080,21,1
2,22.17,12.125,2,1,2,8,3.335,0,1,2,1,0,00180,173,1
1,57.58,2.0,2,1,6,3,6.5,0,1,1,0,0,00000,10,1
2,18.25,0.165,2,1,4,8,0.25,0,0,0,1,2,00280,0,1
2,23.42,1.0,2,1,2,8,0.5,0,0,0,1,2,00280,0,1
1,15.92,2.875,2,1,11,8,0.085,0,0,0,0,0,00120,0,1
1,24.75,13.665,2,1,11,4,1.5,0,0,0,0,0,00280,1,1
2,48.75,26.335,3,3,6,3,0.0,1,0,0,1,0,00000,0,1
2,23.50,2.75,2,1,6,3,4.5,0,0,0,0,0,00160,25,1
2,18.58,10.29,2,1,6,3,0.415,0,0,0,0,0,00080,0,1
2,27.75,1.29,2,1,9,4,0.25,0,0,0,1,2,00140,0,1
1,31.75,3.0,3,3,8,5,0.0,0,0,0,0,0,00160,20,1
1,24.83,4.5,2,1,13,8,1.0,0,0,0,1,0,00360,6,1
2,19.00,1.75,3,3,2,8,2.335,0,0,0,1,0,00112,6,1
1,16.33,0.21,2,1,1,8,0.125,0,0,0,0,0,00200,1,1
1,18.58,10.0,2,1,4,8,0.415,0,0,0,0,0,00080,42,1
2,16.25,0.0,3,3,1,8,0.25,0,0,0,0,0,00060,0,1
2,23.00,0.75,2,1,10,8,0.5,1,0,0,1,2,00320,0,1
2,21.17,0.25,3,3,2,4,0.25,0,0,0,0,0,00280,204,1
2,17.50,22.0,1,2,6,7,0.0,0,0,0,1,1,00450,100000,0
2,19.17,0.0,3,3,10,1,0.0,0,0,0,1,2,00500,1,0
2,36.75,0.125,3,3,2,8,1.5,0,0,0,1,0,00232,113,0
2,21.25,1.5,2,1,13,8,1.5,0,0,0,0,0,00150,8,0
1,18.08,0.375,1,2,3,3,10.0,0,0,0,1,2,00300,0,0
1,33.67,0.375,2,1,3,8,0.375,0,0,0,0,0,00300,44,0
2,48.58,0.205,3,3,9,8,0.25,1,1,11,0,0,00380,2732,0
2,33.67,1.25,2,1,13,8,1.165,0,0,0,0,0,00120,0,1
1,29.50,1.085,3,3,14,8,1.0,0,0,0,0,0,00280,13,1
2,30.17,1.085,3,3,2,8,0.04,0,0,0,0,0,00170,179,1
0,40.83,3.5,2,1,7,1,0.5,0,0,0,0,2,01160,0,1
2,34.83,2.5,3,3,13,8,3.0,0,0,0,0,2,00200,0,1
2,-1,4.0,3,3,7,8,0.085,0,0,0,1,0,00411,0,1
2,20.42,0.0,0,0,0,0,0.0,0,0,0,0,1,-1,0,1
1,33.25,2.5,3,3,2,8,2.5,0,0,0,1,0,00000,2,1
2,34.08,2.5,2,1,2,8,1.0,0,0,0,0,0,00460,16,1
1,25.25,12.5,2,1,4,8,1.0,0,0,0,1,0,00180,1062,1
2,34.75,2.5,2,1,3,1,0.5,0,0,0,0,0,00348,0,1
2,27.67,0.75,2,1,11,4,0.165,0,0,0,1,0,00220,251,1
2,47.33,6.5,2,1,2,8,1.0,0,0,0,1,0,00000,228,1
1,34.83,1.25,3,3,7,4,0.5,0,0,0,1,0,00160,0,1
1,33.25,3.0,3,3,1,8,2.0,0,0,0,0,0,00180,0,1
2,28.00,3.0,2,1,13,8,0.75,0,0,0,1,0,00300,67,1
1,39.08,4.0,2,1,2,8,3.0,0,0,0,0,0,00480,0,1
2,42.75,4.085,2,1,1,8,0.04,0,0,0,0,0,00108,100,1
2,26.92,2.25,2,1,7,1,0.5,0,0,0,1,0,00640,4000,1
2,33.75,2.75,2,1,7,1,0.0,0,0,0,0,0,00180,0,1
2,38.92,1.75,2,1,9,8,0.5,0,0,0,1,0,00300,2,1
2,62.75,7.0,2,1,5,9,0.0,0,0,0,0,0,00000,12,1
0,32.25,1.5,2,1,2,8,0.25,0,0,0,1,0,00372,122,1
2,26.75,4.5,3,3,2,1,2.5,0,0,0,0,0,00200,1210,1
2,63.33,0.54,2,1,2,8,0.585,1,1,3,1,0,00180,0,1
2,27.83,1.5,2,1,13,8,2.25,0,1,1,1,0,00100,3,1
1,26.17,2.0,2,1,8,5,0.0,0,0,0,1,0,00276,1,1
2,22.17,0.585,3,3,6,3,0.0,0,0,0,0,0,00100,0,1
2,22.50,11.5,3,3,10,8,1.5,0,0,0,1,0,00000,4000,1
2,30.75,1.585,2,1,4,8,0.585,0,0,0,1,2,00000,0,1
2,36.67,2.0,2,1,7,8,0.25,0,0,0,1,0,00221,0,1
1,16.00,0.165,2,1,1,8,1.0,0,1,2,1,0,00320,1,1
2,41.17,1.335,2,1,4,8,0.165,0,0,0,0,0,00168,0,1
